CustomerKey,Email,FirstName,LastName,BirthDate,Gender,MaritalStatus,HomeOwner,Children,Education,Occupation,Income
58270,rogers58@kiteright.ca,MADISON,ROGERS,2/17/1973,Female,M,Y,4,Bachelor Degree,Professional,"$130,000 "
58271,dennis45@kiteright.ca,DENNIS,RICHARDSON,5/27/1990,Male,S,Y,4,Graduate Degree,Clerical,"$40,000 "
58272,hall9@kiteright.ca,JAMES,HALL,2/15/1977,NA,S,Y,3,Graduate Degree,Clerical,"$20,000 "
58273,she65@kiteright.ca,CAROL,SHE,4/6/1986,Female,S,N,3,Graduate Degree,Manual,"$30,000 "
58274,ramos73@kiteright.ca,ANDREA,RAMOS,1/21/1996,Female,M,Y,1,Graduate Degree,Manual,"$10,000 "
58275,grace67@kiteright.ca,GRACE,JACKSON,6/11/1987,Female,M,N,3,High School,Clerical,"$120,000 "
58276,larry80@kiteright.ca,LARRY,GONZALEZ,2/1/1991,Male,M,Y,5,High School,Clerical,"$50,000 "
58277,patrick96@kiteright.ca,PATRICK,THOMPSON,5/29/1976,Male,M,Y,2,Bachelor Degree,Management,"$50,000 "
58278,joe1@kiteright.ca,JOE,MARTIN,7/10/1954,Male,M,Y,2,Bachelor Degree,Professional,"$10,000 "
58279,guo88@kiteright.ca,MARGARET,GUO,11/6/1995,Female,S,Y,1,Bachelor Degree,Clerical,"$40,000 "
58280,cooper46@kiteright.ca,ASHLEY,COOPER,6/19/1979,Female,M,Y,0,High School,Manual,"$110,000 "
58281,chande91@kiteright.ca,MADISON,CHANDE,2/11/1965,Female,S,Y,2,Bachelor Degree,Management,"$90,000 "
58282,barnes24@kiteright.ca,SAMUEL,BARNES,3/16/1985,Male,M,Y,1,High School,Management,"$140,000 "
58283,rose77@kiteright.ca,ROSE,GUTIERREZ,6/28/1983,Female,M,N,2,High School,Manual,"$20,000 "
58284,gutierrez59@kiteright.ca,GRACE,GUTIERREZ,7/18/1985,Female,M,N,0,Graduate Degree,Clerical,"$160,000 "
58285,nicole10@kiteright.ca,NICOLE,JENKINS,6/9/1976,Female,M,Y,0,Graduate Degree,Professional,"$160,000 "
58286,stone30@kiteright.ca,DIANA,STONE,3/3/1980,Female,S,N,2,Graduate Degree,Manual,"$130,000 "
58287,julie51@kiteright.ca,JULIE,PARKER,6/7/1952,Female,M,N,1,High School,Management,"$130,000 "
58288,fernandez18@kiteright.ca,DONALD,FERNANDEZ,12/23/1984,Male,S,N,4,Graduate Degree,Manual,"$60,000 "
58289,gonzales25@kiteright.ca,RACHEL,GONZALES,6/17/1967,Female,M,N,2,High School,Management,"$50,000 "
58290,thompson55@kiteright.ca,DONNA,THOMPSON,1/31/1981,Female,S,Y,0,High School,Professional,"$60,000 "
58291,robert29@kiteright.ca,ROBERT,XU,2/20/1983,Male,S,Y,2,High School,Management,"$170,000 "
58292,cox41@kiteright.ca,JULIA,COX,5/13/1978,Female,S,N,2,Bachelor Degree,Management,"$10,000 "
58293,shan21@kiteright.ca,MARILYN,SHAN,8/1/1984,Female,S,Y,3,Bachelor Degree,Management,"$100,000 "
58294,juan70@kiteright.ca,JUAN,GREEN,8/8/1983,Male,M,N,1,High School,Professional,"$50,000 "
58295,jackson39@kiteright.ca,BOBBY,JACKSON,12/5/1973,Male,S,Y,4,Bachelor Degree,Professional,"$40,000 "
58296,sarah98@kiteright.ca,SARAH,NARA,9/27/1992,Female,S,N,3,Graduate Degree,Manual,"$120,000 "
58297,benjamin13@kiteright.ca,BENJAMIN,GILL,10/19/1970,Male,M,N,0,High School,Professional,"$50,000 "
58298,eric29@kiteright.ca,ERIC,YOUNG,12/5/1982,Male,M,Y,5,Bachelor Degree,Management,"$50,000 "
58299,phillips58@kiteright.ca,DEBRA,PHILLIPS,2/13/1986,Female,S,Y,0,High School,Clerical,"$80,000 "
58300,joseph62@kiteright.ca,JOSEPH,XU,11/26/1977,Male,S,Y,0,High School,Manual,"$40,000 "
58301,heather45@kiteright.ca,HEATHER,CHEN,5/2/1988,Female,S,Y,3,High School,Manual,"$160,000 "
58302,ross8@kiteright.ca,SARA,ROSS,7/18/1991,Female,M,N,2,Graduate Degree,Professional,"$100,000 "
58303,gomez47@kiteright.ca,JUDY,GOMEZ,7/16/1990,Female,M,N,3,Graduate Degree,Clerical,"$40,000 "
58304,sanchez34@kiteright.ca,KEVIN,SANCHEZ,3/8/1963,Male,S,Y,2,Graduate Degree,Clerical,"$60,000 "
58305,campbell81@kiteright.ca,BEVERLY,CAMPBELL,11/6/1983,Female,S,Y,3,Graduate Degree,Clerical,"$20,000 "
58306,sun27@kiteright.ca,GLORIA,SUN,4/21/1964,Female,M,Y,3,Bachelor Degree,Professional,"$20,000 "
58307,ramirez29@kiteright.ca,ASHLEY,RAMIREZ,10/19/1971,Female,M,N,0,Bachelor Degree,Management,"$160,000 "
58308,moore41@kiteright.ca,JOHN,MOORE,7/3/1992,Male,S,Y,3,Bachelor Degree,Clerical,"$130,000 "
58309,watson12@kiteright.ca,BENJAMIN,WATSON,12/17/1987,Male,M,N,0,High School,Management,"$50,000 "
58310,gonzalez89@kiteright.ca,JESSICA,GONZALEZ,12/31/1951,Female,S,N,1,High School,Professional,"$40,000 "
58311,andrew50@kiteright.ca,ANDREW,THOMAS,7/9/1977,Male,M,N,0,Graduate Degree,Management,"$80,000 "
58312,alexander72@kiteright.ca,ALEXANDER,BUTLER,2/4/1987,Male,S,Y,0,Bachelor Degree,Professional,"$10,000 "
58313,raman2@kiteright.ca,EVELYN,RAMAN,7/23/1961,Female,S,Y,3,High School,Manual,"$50,000 "
58314,navarro80@kiteright.ca,EDWARD,NAVARRO,11/16/1995,Male,M,N,1,Graduate Degree,Management,"$130,000 "
58315,helen54@kiteright.ca,HELEN,GOEL,11/27/1957,Female,M,N,3,Graduate Degree,Professional,"$140,000 "
58316,sarah97@kiteright.ca,SARAH,DIAZ,4/20/1970,Female,M,Y,0,Graduate Degree,Management,"$110,000 "
58317,joseph21@kiteright.ca,JOSEPH,GUO,7/4/1995,Male,M,Y,0,Bachelor Degree,Manual,"$20,000 "
58318,ross68@kiteright.ca,BILLY,ROSS,2/19/1990,Male,M,Y,1,High School,Management,"$160,000 "
58319,sun88@kiteright.ca,LOUIS,SUN,8/12/1974,Male,M,Y,1,Bachelor Degree,Clerical,"$90,000 "
58320,hernandez45@kiteright.ca,RICHARD,HERNANDEZ,10/8/1975,Male,M,Y,1,High School,Manual,"$80,000 "
58321,vazquez77@kiteright.ca,ALEXIS,VAZQUEZ,4/5/1991,Female,S,N,4,Bachelor Degree,Manual,"$40,000 "
58322,sanders99@kiteright.ca,MARY,SANDERS,10/18/1999,NA,S,Y,3,Graduate Degree,Clerical,"$60,000 "
58323,william21@kiteright.ca,WILLIAM,CARTER,2/25/1983,Male,S,N,0,High School,Management,"$80,000 "
58324,elizabeth10@kiteright.ca,ELIZABETH,BLANCO,10/19/1978,Female,S,N,0,Bachelor Degree,Management,"$170,000 "
58325,hayes15@kiteright.ca,SEAN,HAYES,11/20/1973,Male,S,N,0,Bachelor Degree,Management,"$100,000 "
58326,cook26@kiteright.ca,HANNAH,COOK,4/17/1977,Female,S,Y,2,Graduate Degree,Clerical,"$100,000 "
58327,george81@kiteright.ca,GEORGE,HERNANDEZ,4/7/1970,Male,M,Y,0,High School,Clerical,"$80,000 "
58328,liu20@kiteright.ca,JOSEPH,LIU,10/12/1991,Male,S,N,2,High School,Clerical,"$50,000 "
58329,alvarez30@kiteright.ca,KYLE,ALVAREZ,1/15/1978,Male,M,Y,1,Bachelor Degree,Clerical,"$160,000 "
58330,carter12@kiteright.ca,LAUREN,CARTER,8/15/1986,Female,M,N,5,Bachelor Degree,Manual,"$50,000 "
58331,martha29@kiteright.ca,MARTHA,JACKSON,9/17/1983,Female,M,N,4,High School,Management,"$110,000 "
58332,abigail92@kiteright.ca,ABIGAIL,GONZALES,6/5/1956,Female,M,N,0,Graduate Degree,Clerical,"$120,000 "
58333,gregory48@kiteright.ca,GREGORY,COLLINS,10/4/1987,Male,S,Y,0,High School,Professional,"$80,000 "
58334,jeremy99@kiteright.ca,JEREMY,PATTERSON,1/10/1954,Male,S,N,1,Graduate Degree,Clerical,"$20,000 "
58335,logan20@kiteright.ca,LOGAN,BROOKS,2/26/1977,Male,S,N,0,High School,Professional,"$40,000 "
58336,ruth35@kiteright.ca,RUTH,RANA,3/21/1984,Female,S,Y,4,Graduate Degree,Professional,"$170,000 "
58337,nancy46@kiteright.ca,NANCY,ROWE,11/6/1987,Female,M,Y,2,Bachelor Degree,Manual,"$150,000 "
58338,kenneth76@kiteright.ca,KENNETH,SCHMIDT,7/13/1989,Male,S,Y,3,Bachelor Degree,Clerical,"$120,000 "
58339,zeng39@kiteright.ca,KENNETH,ZENG,7/1/1972,Male,M,N,2,High School,Management,"$120,000 "
58340,michael33@kiteright.ca,MICHAEL,PATEL,7/1/1984,Male,S,N,4,Bachelor Degree,Professional,"$110,000 "
58341,richard64@kiteright.ca,RICHARD,DIAZ,12/3/1987,Male,M,N,5,Graduate Degree,Management,"$40,000 "
58342,serrano21@kiteright.ca,WILLIAM,SERRANO,5/16/1968,Male,M,Y,4,High School,Manual,"$30,000 "
58343,angela74@kiteright.ca,ANGELA,SANDERS,11/17/1973,Female,S,Y,2,High School,Manual,"$130,000 "
58344,peter23@kiteright.ca,PETER,SANZ,8/15/1999,Male,M,N,0,Graduate Degree,Management,"$50,000 "
58345,gabriel29@kiteright.ca,GABRIEL,PRICE,5/3/1976,Male,M,Y,0,Graduate Degree,Clerical,"$170,000 "
58346,morgan91@kiteright.ca,ROSE,MORGAN,12/11/1987,Female,S,Y,0,Graduate Degree,Professional,"$100,000 "
58347,mary93@kiteright.ca,MARY,RAMIREZ,3/4/1986,Female,S,Y,5,High School,Management,"$80,000 "
58348,mary17@kiteright.ca,MARY,MA,4/11/1957,Female,S,Y,4,Bachelor Degree,Management,"$170,000 "
58349,charles67@kiteright.ca,CHARLES,XU,10/6/1998,Male,S,N,1,High School,Management,"$20,000 "
58350,billy46@kiteright.ca,BILLY,XU,11/21/1982,Male,S,N,2,Bachelor Degree,Manual,"$10,000 "
58351,nath42@kiteright.ca,AMANDA,NATH,4/5/1995,Female,M,Y,3,Bachelor Degree,Management,"$50,000 "
58352,emma14@kiteright.ca,EMMA,SERRANO,1/6/1981,Female,S,Y,1,High School,Clerical,"$60,000 "
58353,michelle66@kiteright.ca,MICHELLE,SCHMIDT,4/28/1973,Female,S,N,3,Graduate Degree,Clerical,"$170,000 "
58354,liu21@kiteright.ca,BARBARA,LIU,2/25/1972,Female,S,N,2,Bachelor Degree,Management,"$140,000 "
58355,kelly4@kiteright.ca,ANTHONY,KELLY,9/30/1988,Male,M,N,0,Bachelor Degree,Professional,"$30,000 "
58356,serrano80@kiteright.ca,CAROLYN,SERRANO,6/19/1988,Female,S,N,3,Bachelor Degree,Clerical,"$90,000 "
58357,cooper3@kiteright.ca,JOHN,COOPER,7/18/1974,Male,S,N,5,Graduate Degree,Manual,"$80,000 "
58358,raje78@kiteright.ca,KEITH,RAJE,7/1/1990,Male,M,N,4,High School,Clerical,"$40,000 "
58359,sean82@kiteright.ca,SEAN,RUIZ,5/21/1984,Male,S,Y,0,High School,Clerical,"$160,000 "
58360,jessica33@kiteright.ca,JESSICA,GRAY,4/26/1974,Female,M,Y,1,Bachelor Degree,Clerical,"$20,000 "
58361,lisa83@kiteright.ca,LISA,GRIFFIN,11/14/1972,Female,M,N,0,Bachelor Degree,Clerical,"$70,000 "
58362,nelson95@kiteright.ca,HENRY,NELSON,1/28/1988,Male,S,Y,3,High School,Professional,"$10,000 "
58363,mehta50@kiteright.ca,KAREN,MEHTA,4/15/1984,Female,M,Y,0,Graduate Degree,Clerical,"$160,000 "
58364,kevin24@kiteright.ca,KEVIN,HERNANDEZ,3/11/1968,Male,S,Y,2,Graduate Degree,Professional,"$60,000 "
58365,ross69@kiteright.ca,JOSE,ROSS,5/28/1978,Male,S,N,2,High School,Manual,"$20,000 "
58366,mary29@kiteright.ca,MARY,DOMINGUEZ,11/30/1987,Female,S,Y,1,Graduate Degree,Clerical,"$100,000 "
58367,mark95@kiteright.ca,MARK,XIE,9/16/1980,Male,S,N,0,High School,Professional,"$120,000 "
58368,zachary92@kiteright.ca,ZACHARY,WRIGHT,1/12/1995,Male,S,Y,0,Graduate Degree,Manual,"$160,000 "
58369,perez42@kiteright.ca,KATHRYN,PEREZ,7/9/1982,Female,M,Y,0,Graduate Degree,Clerical,"$100,000 "
58370,brian42@kiteright.ca,BRIAN,KAPOOR,9/1/1980,Male,S,Y,2,High School,Manual,"$20,000 "
58371,ronald86@kiteright.ca,RONALD,ZENG,12/14/1973,Male,S,N,5,Graduate Degree,Manual,"$10,000 "
58372,williams37@kiteright.ca,ALAN,WILLIAMS,1/13/1972,Male,M,Y,2,Graduate Degree,Professional,"$160,000 "
58373,nara14@kiteright.ca,GABRIEL,NARA,7/21/1989,Male,M,N,3,Bachelor Degree,Clerical,"$30,000 "
58374,turner4@kiteright.ca,JANICE,TURNER,2/16/1996,Female,S,N,2,Bachelor Degree,Manual,"$170,000 "
58375,zhou81@kiteright.ca,MADISON,ZHOU,2/27/1981,Female,S,N,1,High School,Management,"$130,000 "
58376,peterson95@kiteright.ca,NANCY,PETERSON,3/8/1983,Female,M,Y,1,High School,Professional,"$170,000 "
58377,justin47@kiteright.ca,JUSTIN,MARTINEZ,8/16/1991,Male,S,Y,1,Graduate Degree,Management,"$90,000 "
58378,dennis37@kiteright.ca,DENNIS,CARTER,12/13/1988,Male,M,Y,2,Bachelor Degree,Management,"$40,000 "
58379,tyler4@kiteright.ca,TYLER,LI,8/19/1998,Male,S,N,1,High School,Clerical,"$100,000 "
58380,gomez87@kiteright.ca,KEITH,GOMEZ,6/18/1986,Male,S,Y,3,Bachelor Degree,Management,"$50,000 "
58381,huang49@kiteright.ca,CHARLES,HUANG,6/9/1989,Male,S,Y,1,Bachelor Degree,Management,"$160,000 "
58382,harris88@kiteright.ca,RALPH,HARRIS,11/10/1985,Male,M,N,0,High School,Professional,"$100,000 "
58383,george39@kiteright.ca,GEORGE,VAZQUEZ,8/20/2000,Male,S,N,3,Graduate Degree,Professional,"$140,000 "
58384,xu16@kiteright.ca,DOROTHY,XU,4/28/1979,Female,S,Y,2,Bachelor Degree,Clerical,"$60,000 "
58385,morris83@kiteright.ca,MARGARET,MORRIS,7/3/1987,Female,S,N,2,High School,Professional,"$10,000 "
58386,munoz77@kiteright.ca,VICTORIA,MUNOZ,12/29/1969,Female,S,N,5,High School,Clerical,"$140,000 "
58387,margaret30@kiteright.ca,MARGARET,JIMENEZ,4/15/1993,Female,S,N,1,Graduate Degree,Clerical,"$40,000 "
58388,patel10@kiteright.ca,LORI,PATEL,9/15/1997,Female,S,N,2,High School,Management,"$150,000 "
58389,edwards96@kiteright.ca,ANTHONY,EDWARDS,12/6/1967,Male,M,Y,2,High School,Professional,"$50,000 "
58390,billy68@kiteright.ca,BILLY,YE,8/16/1972,Male,M,N,1,High School,Manual,"$70,000 "
58391,ray98@kiteright.ca,BETTY,RAY,11/7/1994,NA,M,N,1,High School,Clerical,"$50,000 "
58392,jeffrey68@kiteright.ca,JEFFREY,SUAREZ,9/27/1965,Male,M,N,2,High School,Management,"$20,000 "
58393,anna54@kiteright.ca,ANNA,WATSON,5/3/1976,Female,M,Y,1,Graduate Degree,Professional,"$150,000 "
58394,gonzales94@kiteright.ca,DYLAN,GONZALES,9/20/1986,Male,M,Y,2,Bachelor Degree,Manual,"$160,000 "
58395,jonathan1@kiteright.ca,JONATHAN,MORRIS,5/12/1973,Male,M,Y,0,Graduate Degree,Manual,"$140,000 "
58396,gabriel66@kiteright.ca,GABRIEL,RAMAN,10/13/1999,Male,S,Y,2,Graduate Degree,Professional,"$80,000 "
58397,laura62@kiteright.ca,LAURA,KUMAR,10/11/1977,Female,S,Y,1,Graduate Degree,Manual,"$20,000 "
58398,james66@kiteright.ca,MARK,JAMES,7/19/1960,Male,M,N,1,Bachelor Degree,Manual,"$70,000 "
58399,martinez4@kiteright.ca,WALTER,MARTINEZ,5/20/1995,Male,M,Y,0,High School,Management,"$110,000 "
58400,raje97@kiteright.ca,ELIZABETH,RAJE,1/28/1984,Female,M,N,0,High School,Professional,"$70,000 "
58401,torres29@kiteright.ca,DEBORAH,TORRES,1/28/1984,Female,S,Y,0,High School,Clerical,"$100,000 "
58402,suarez6@kiteright.ca,ANDREA,SUAREZ,9/30/1995,Female,S,N,0,Bachelor Degree,Management,"$170,000 "
58403,stephanie34@kiteright.ca,STEPHANIE,MUNOZ,7/3/1982,Female,M,N,0,High School,Manual,"$150,000 "
58404,jiménez65@kiteright.ca,MADISON,JIMÉNEZ,1/11/1974,Female,S,N,2,Bachelor Degree,Manual,"$140,000 "
58405,baker75@kiteright.ca,EMMA,BAKER,4/22/1976,Female,M,N,3,Graduate Degree,Management,"$150,000 "
58406,jose53@kiteright.ca,JOSE,ARTHUR,6/18/1986,Male,S,N,5,Bachelor Degree,Management,"$60,000 "
58407,vazquez71@kiteright.ca,MELISSA,VAZQUEZ,12/2/1997,Female,M,Y,5,Graduate Degree,Clerical,"$20,000 "
58408,mitchell62@kiteright.ca,MICHAEL,MITCHELL,9/29/1991,Male,S,N,2,Bachelor Degree,Manual,"$50,000 "
58409,patrick71@kiteright.ca,PATRICK,LIANG,10/17/1990,Male,S,N,5,Graduate Degree,Clerical,"$140,000 "
58410,mary51@kiteright.ca,MARY,SANDBERG,6/21/1971,Female,S,Y,5,Graduate Degree,Professional,"$80,000 "
58411,campbell3@kiteright.ca,KIMBERLY,CAMPBELL,1/29/1986,Female,M,N,1,Bachelor Degree,Clerical,"$160,000 "
58412,joan32@kiteright.ca,JOAN,HUGHES,6/15/1987,Female,S,N,3,Graduate Degree,Clerical,"$150,000 "
58413,sai76@kiteright.ca,TIFFANY,SAI,6/16/1986,Female,M,Y,3,High School,Professional,"$90,000 "
58414,debra97@kiteright.ca,DEBRA,ZIMMERMAN,10/29/1998,Female,S,Y,2,Bachelor Degree,Management,"$140,000 "
58415,harold98@kiteright.ca,HAROLD,SHE,3/28/1972,Male,M,N,5,Bachelor Degree,Manual,"$160,000 "
58416,murphy40@kiteright.ca,JUSTIN,MURPHY,4/16/1965,Male,M,N,1,Graduate Degree,Professional,"$10,000 "
58417,smith34@kiteright.ca,FRANK,SMITH,9/8/1989,Male,M,Y,2,Bachelor Degree,Professional,"$160,000 "
58418,wright20@kiteright.ca,SARAH,WRIGHT,3/18/1978,Female,M,N,2,Bachelor Degree,Professional,"$90,000 "
58419,joyce93@kiteright.ca,JOYCE,PATEL,9/26/1985,Female,M,Y,2,Bachelor Degree,Professional,"$120,000 "
58420,kelly47@kiteright.ca,KELLY,WRIGHT,10/3/1995,Female,M,Y,3,Bachelor Degree,Manual,"$40,000 "
58421,zhou3@kiteright.ca,LISA,ZHOU,2/12/1975,Female,M,Y,1,High School,Professional,"$150,000 "
58422,patricia74@kiteright.ca,PATRICIA,SHAN,8/30/1998,Female,M,Y,0,Bachelor Degree,Management,"$110,000 "
58423,martinez49@kiteright.ca,SHARON,MARTINEZ,2/27/1973,Female,S,N,2,Graduate Degree,Manual,"$160,000 "
58424,grace81@kiteright.ca,GRACE,ROBINSON,7/7/1986,Female,S,N,2,Graduate Degree,Management,"$170,000 "
58425,rachel28@kiteright.ca,RACHEL,CLARK,6/18/1994,Female,S,Y,0,High School,Manual,"$70,000 "
58426,gonzalez99@kiteright.ca,CHRISTINA,GONZALEZ,7/3/1956,Female,S,N,2,Bachelor Degree,Manual,"$20,000 "
58427,reed64@kiteright.ca,AMBER,REED,4/18/1992,Female,S,N,1,High School,Clerical,"$140,000 "
58428,martha32@kiteright.ca,MARTHA,WASHINGTON,10/28/1973,Female,M,N,3,Graduate Degree,Manual,"$10,000 "
58429,gonzalez73@kiteright.ca,CHERYL,GONZALEZ,2/1/1995,Female,S,N,1,Graduate Degree,Management,"$130,000 "
58430,alice84@kiteright.ca,ALICE,RAJI,1/7/1977,Female,M,Y,3,Graduate Degree,Manual,"$10,000 "
58431,rodriguez87@kiteright.ca,DAVID,RODRIGUEZ,3/17/1983,Male,M,N,1,High School,Clerical,"$120,000 "
58432,perez84@kiteright.ca,ANNA,PEREZ,5/28/1995,Female,M,Y,1,High School,Clerical,"$10,000 "
58433,christine24@kiteright.ca,CHRISTINE,HE,2/1/1986,Female,S,N,3,Bachelor Degree,Manual,"$160,000 "
58434,long86@kiteright.ca,VIRGINIA,LONG,4/19/1978,Female,M,N,3,Graduate Degree,Management,"$30,000 "
58435,nath79@kiteright.ca,BRANDON,NATH,11/17/1989,Male,S,N,5,Graduate Degree,Professional,"$80,000 "
58436,madan93@kiteright.ca,JEAN,MADAN,6/15/1995,Female,M,N,0,High School,Clerical,"$120,000 "
58437,johnson80@kiteright.ca,FRANCES,JOHNSON,6/13/1952,Female,M,N,1,Graduate Degree,Management,"$140,000 "
58438,foster32@kiteright.ca,TERESA,FOSTER,1/29/1972,Female,S,Y,1,Graduate Degree,Professional,"$20,000 "
58439,jerry81@kiteright.ca,JERRY,PATTERSON,2/19/1985,Male,S,Y,2,Graduate Degree,Manual,"$170,000 "
58440,victoria59@kiteright.ca,VICTORIA,PEREZ,7/22/1971,Female,M,Y,4,Bachelor Degree,Manual,"$90,000 "
58441,pal22@kiteright.ca,EDWARD,PAL,9/12/1954,Male,S,N,2,High School,Clerical,"$60,000 "
58442,harry91@kiteright.ca,HARRY,ALVAREZ,10/4/1977,Male,M,Y,4,Bachelor Degree,Manual,"$30,000 "
58443,austin53@kiteright.ca,AUSTIN,MADAN,6/9/1998,Male,M,N,2,Graduate Degree,Manual,"$110,000 "
58444,vazquez25@kiteright.ca,EVELYN,VAZQUEZ,4/21/1984,Female,M,N,3,Bachelor Degree,Professional,"$170,000 "
58445,kelly6@kiteright.ca,MADISON,KELLY,8/31/1978,Female,M,N,4,High School,Clerical,"$20,000 "
58446,bryant15@kiteright.ca,KATHLEEN,BRYANT,9/30/1977,Female,S,N,2,Graduate Degree,Professional,"$160,000 "
58447,diane46@kiteright.ca,DIANE,BLACK,5/14/2000,Female,S,Y,5,Graduate Degree,Professional,"$90,000 "
58448,lewis92@kiteright.ca,DORIS,LEWIS,2/23/1984,Female,M,N,0,Bachelor Degree,Manual,"$90,000 "
58449,rai66@kiteright.ca,DENISE,RAI,9/20/1985,Female,S,N,2,High School,Manual,"$100,000 "
58450,sanders71@kiteright.ca,CHRISTIAN,SANDERS,2/27/1976,Male,M,N,2,High School,Manual,"$80,000 "
58451,alexis68@kiteright.ca,ALEXIS,LEWIS,4/20/1987,Female,M,Y,3,Bachelor Degree,Clerical,"$100,000 "
58452,joshua48@kiteright.ca,JOSHUA,PARKER,9/16/1986,Male,S,N,1,High School,Management,"$50,000 "
58453,ward60@kiteright.ca,KELLY,WARD,6/19/1981,Female,M,N,4,High School,Management,"$130,000 "
58454,jean1@kiteright.ca,JEAN,GARCIA,6/1/1976,Female,M,N,1,High School,Clerical,"$40,000 "
58455,ronald38@kiteright.ca,RONALD,TAYLOR,2/1/1988,Male,S,Y,4,Graduate Degree,Management,"$90,000 "
58456,arthur71@kiteright.ca,ARTHUR,MARTIN,9/28/1987,Male,S,N,3,High School,Professional,"$60,000 "
58457,martin41@kiteright.ca,EVELYN,MARTIN,4/13/1982,Female,S,N,3,Bachelor Degree,Professional,"$10,000 "
58458,judith41@kiteright.ca,JUDITH,LONG,6/5/1980,Female,S,N,2,High School,Manual,"$90,000 "
58459,bryan73@kiteright.ca,BRYAN,CARLSON,4/13/1985,Male,S,N,0,Graduate Degree,Manual,"$100,000 "
58460,thomas1@kiteright.ca,THOMAS,HE,8/11/1991,Male,S,Y,2,Bachelor Degree,Manual,"$20,000 "
58461,melissa16@kiteright.ca,MELISSA,RAI,4/12/1987,Female,S,N,1,High School,Clerical,"$30,000 "
58462,allen72@kiteright.ca,SAMUEL,ALLEN,6/11/1966,Male,M,Y,0,High School,Clerical,"$170,000 "
58463,sam19@kiteright.ca,WALTER,SAM,1/29/1992,Male,S,N,3,Bachelor Degree,Clerical,"$90,000 "
58464,danielle12@kiteright.ca,DANIELLE,MUNOZ,10/31/1997,Female,M,N,2,High School,Manual,"$150,000 "
58465,saunders39@kiteright.ca,JANE,SAUNDERS,4/21/1981,Female,M,N,0,Bachelor Degree,Clerical,"$90,000 "
58466,ashley28@kiteright.ca,ASHLEY,HERNANDEZ,9/9/1996,Female,M,N,4,High School,Clerical,"$150,000 "
58467,hernandez93@kiteright.ca,CHRISTINA,HERNANDEZ,3/12/1990,Female,M,N,5,Graduate Degree,Management,"$170,000 "
58468,powell4@kiteright.ca,DIANE,POWELL,8/29/1980,Female,M,Y,2,Graduate Degree,Manual,"$120,000 "
58469,gabriel23@kiteright.ca,GABRIEL,RANA,8/13/1996,Male,S,N,2,High School,Management,"$20,000 "
58470,carlson1@kiteright.ca,EVELYN,CARLSON,1/16/1982,Female,S,Y,5,Graduate Degree,Clerical,"$20,000 "
58471,stephen86@kiteright.ca,STEPHEN,MALHOTRA,6/21/2000,Male,S,Y,2,High School,Management,"$40,000 "
58472,austin47@kiteright.ca,AUSTIN,LI,4/21/1995,Male,M,N,1,Graduate Degree,Professional,"$140,000 "
58473,parker60@kiteright.ca,BRUCE,PARKER,5/16/1974,Male,M,Y,4,Bachelor Degree,Professional,"$140,000 "
58474,gabriel38@kiteright.ca,GABRIEL,SUN,7/14/1966,Male,S,Y,1,Bachelor Degree,Manual,"$120,000 "
58475,bryan58@kiteright.ca,BRYAN,PETERSON,10/16/1974,Male,M,N,3,High School,Manual,"$130,000 "
58476,jennifer16@kiteright.ca,JENNIFER,HILL,4/6/1994,Female,M,Y,2,High School,Clerical,"$70,000 "
58477,ashe33@kiteright.ca,FRANCES,ASHE,1/30/1974,Female,M,N,3,Graduate Degree,Management,"$40,000 "
58478,lin11@kiteright.ca,AMANDA,LIN,6/7/1987,Female,S,Y,1,Bachelor Degree,Professional,"$110,000 "
58479,catherine57@kiteright.ca,CATHERINE,ALONSO,6/20/1980,Female,S,Y,2,Bachelor Degree,Clerical,"$20,000 "
58480,christopher74@kiteright.ca,CHRISTOPHER,MEHTA,3/19/1963,Male,M,Y,0,Graduate Degree,Clerical,"$150,000 "
58481,vazquez3@kiteright.ca,CHARLES,VAZQUEZ,7/3/1997,Male,S,Y,2,High School,Management,"$10,000 "
58482,virginia35@kiteright.ca,VIRGINIA,GUTIERREZ,1/9/1988,Female,M,N,3,High School,Clerical,"$30,000 "
58483,ashley32@kiteright.ca,ASHLEY,CHANDRA,2/26/1981,Female,M,N,3,Graduate Degree,Management,"$40,000 "
58484,teresa98@kiteright.ca,TERESA,HUGHES,4/6/1974,Female,S,N,3,Bachelor Degree,Management,"$30,000 "
58485,wilson72@kiteright.ca,KATHERINE,WILSON,4/11/1953,Female,M,N,1,High School,Management,"$60,000 "
58486,yang60@kiteright.ca,ALBERT,YANG,6/1/1982,Male,S,N,0,Bachelor Degree,Manual,"$140,000 "
58487,maria70@kiteright.ca,MARIA,BAILEY,9/29/1984,Female,M,Y,1,Graduate Degree,Professional,"$140,000 "
58488,david51@kiteright.ca,DAVID,RAMIREZ,7/17/1985,Male,S,N,2,Bachelor Degree,Clerical,"$40,000 "
58489,austin30@kiteright.ca,AUSTIN,KUMAR,5/29/1971,Male,S,Y,0,Graduate Degree,Clerical,"$30,000 "
58490,harris76@kiteright.ca,RICHARD,HARRIS,3/3/1980,Male,M,N,3,Graduate Degree,Manual,"$30,000 "
58491,gomez3@kiteright.ca,DAVID,GOMEZ,12/17/1977,Male,S,N,3,High School,Clerical,"$90,000 "
58492,gonzalez88@kiteright.ca,RONALD,GONZALEZ,4/16/1994,Male,S,Y,0,High School,Management,"$120,000 "
